板块,A股代码,A股简称,A股上市日期,A股总股本,A股流通股本,所属行业
主板,000893,亚钾国际,1998-12-24,"924,051,187","811,810,074",C 制造业
主板,000895,双汇发展,1998-12-10,"3,464,661,213","3,464,438,469",C 制造业
主板,000897,津滨发展,1999-04-22,"1,617,272,234","1,617,241,634",K 房地产
主板,000898,鞍钢股份,1997-12-25,"7,957,681,258","7,957,375,288",C 制造业
主板,000899,赣能股份,1997-11-26,"975,677,760","975,676,635",D 水电煤气
主板,000900,现代投资,1999-01-28,"1,517,828,334","1,517,760,834",G 运输仓储
主板,000901,航天科技,1999-04-01,"798,201,406","798,193,381",C 制造业
主板,000902,新洋丰,1999-04-08,"1,254,733,325","1,142,782,507",C 制造业
主板,000903,ST云动,1999-04-15,"1,934,961,410","1,920,261,648",C 制造业
主板,000905,厦门港务,1999-04-29,"741,809,597","741,808,097",F 批发零售
主板,000906,浙商中拓,1999-07-07,"709,663,179","701,239,764",L 商务服务
主板,000908,ST景峰,1999-02-03,"879,774,351","879,774,351",C 制造业
主板,000909,ST数源,1999-05-07,"437,714,245","437,709,345",K 房地产
主板,000910,大亚圣象,1999-06-30,"547,397,500","547,184,500",C 制造业
主板,000911,广农糖业,1999-05-27,"400,319,818","400,319,818",C 制造业
主板,000912,泸天化,1999-06-03,"1,568,000,000","1,567,994,750",C 制造业
主板,000913,钱江摩托,1999-05-14,"526,611,000","462,105,500",C 制造业
主板,000915,华特达因,1999-06-09,"234,331,485","234,182,435",C 制造业
主板,000917,电广传媒,1999-03-25,"1,417,556,338","1,417,459,363",I 信息技术
主板,000919,金陵药业,1999-11-18,"623,708,628","590,320,187",C 制造业
主板,000920,沃顿科技,1999-06-16,"472,621,118","421,977,500",C 制造业
主板,000921,海信家电,1999-07-13,"925,271,363","918,122,463",C 制造业
主板,000922,佳电股份,1999-06-18,"695,216,654","587,291,003",C 制造业
主板,000923,河钢资源,1999-07-14,"652,728,961","627,901,354",B 采矿业
主板,000925,众合科技,1999-06-11,"676,369,858","673,244,308",C 制造业
主板,000926,福星股份,1999-06-18,"1,592,964,774","1,573,209,145",K 房地产
主板,000927,中国铁物,1999-07-27,"6,050,353,641","6,050,350,581",L 商务服务
主板,000928,中钢国际,1999-03-12,"1,434,644,621","1,434,627,071",E 建筑业
主板,000929,*ST兰黄,1999-06-23,"185,766,000","185,754,223",C 制造业
主板,000930,中粮科技,1999-07-12,"1,856,442,396","1,856,348,080",C 制造业
主板,000931,中 关 村,1999-07-12,"753,126,982","751,029,532",C 制造业
主板,000932,华菱钢铁,1999-08-03,"6,908,632,499","6,908,546,583",C 制造业
主板,000933,神火股份,1999-08-31,"2,249,350,569","2,247,653,949",C 制造业
主板,000935,四川双马,1999-08-24,"763,440,333","763,440,333",C 制造业
主板,000936,华西股份,1999-08-10,"886,012,887","885,887,337",C 制造业
主板,000937,冀中能源,1999-09-09,"3,533,546,850","3,433,394,152",B 采矿业
主板,000938,紫光股份,1999-11-04,"2,860,079,874","2,860,079,874",C 制造业
主板,000948,南天信息,1999-10-14,"389,888,774","389,128,291",I 信息技术
主板,000949,新乡化纤,1999-10-21,"1,700,329,922","1,699,873,676",C 制造业
主板,000950,重药控股,1999-09-16,"1,728,184,696","1,727,864,596",F 批发零售
主板,000951,中国重汽,1999-11-25,"1,174,869,360","1,174,869,360",C 制造业
主板,000952,广济药业,1999-11-12,"346,750,339","343,996,035",C 制造业
主板,000953,河化股份,1999-12-02,"366,122,195","366,105,795",C 制造业
主板,000955,欣龙控股,1999-12-09,"538,395,000","537,992,975",C 制造业
主板,000957,中通客车,2000-01-13,"592,903,936","592,903,936",C 制造业
主板,000958,电投产融,1999-12-23,"5,383,418,520","5,383,401,645",D 水电煤气
主板,000959,首钢股份,1999-12-16,"7,754,967,370","6,507,263,647",C 制造业
主板,000960,锡业股份,2000-02-21,"1,645,801,952","1,645,801,952",C 制造业
主板,000962,东方钽业,2000-01-20,"504,968,262","501,625,524",C 制造业
主板,000963,华东医药,2000-01-27,"1,754,077,048","1,751,936,228",F 批发零售
主板,000965,天保基建,2000-04-06,"1,109,830,895","1,109,830,895",K 房地产
主板,000966,长源电力,2000-03-16,"3,481,035,016","3,261,522,820",D 水电煤气
主板,000967,盈峰环境,2000-03-30,"3,166,943,448","3,165,435,748",C 制造业
主板,000968,蓝焰控股,2000-06-22,"967,502,660","967,502,660",B 采矿业
主板,000969,安泰科技,2000-05-29,"1,050,718,097","1,033,193,454",C 制造业
主板,000970,中科三环,2000-04-20,"1,215,725,773","1,214,063,896",C 制造业
主板,000972,*ST中基,2000-09-26,"771,283,579","771,237,604",C 制造业
主板,000973,佛塑科技,2000-05-25,"967,423,171","967,423,171",C 制造业
主板,000975,山金国际,2000-06-08,"2,776,722,265","2,527,432,441",B 采矿业
主板,000977,浪潮信息,2000-06-08,"1,472,135,122","1,470,490,271",C 制造业
主板,000978,桂林旅游,2000-05-18,"468,130,000","468,118,750",N 公共环保
主板,000980,众泰汽车,2000-06-16,"5,042,547,739","5,042,458,939",C 制造业
主板,000981,山子高科,2000-06-22,"9,997,470,888","9,513,356,093",C 制造业
主板,000983,山西焦煤,2000-07-26,"5,677,101,059","4,640,213,529",B 采矿业
主板,000985,大庆华科,2000-07-26,"129,639,500","129,639,500",C 制造业
主板,000987,越秀资本,2000-07-18,"5,017,132,462","5,014,419,336",J 金融业
主板,000988,华工科技,2000-06-08,"1,005,502,707","1,004,985,657",C 制造业
主板,000989,九芝堂,2000-06-28,"855,942,012","694,153,753",C 制造业
主板,000990,诚志股份,2000-07-06,"1,215,237,535","1,215,236,635",C 制造业
主板,000993,闽东电力,2000-07-31,"457,951,455","439,747,572",D 水电煤气
主板,000995,皇台酒业,2000-08-07,"177,408,000","177,408,000",C 制造业
主板,000997,新 大 陆,2000-08-07,"1,032,062,937","1,026,404,403",I 信息技术
主板,000998,隆平高科,2000-12-11,"1,469,448,061","1,315,050,546",A 农林牧渔
主板,000999,华润三九,2000-03-09,"1,669,588,290","1,662,694,003",C 制造业
主板,001201,东瑞股份,2021-04-28,"257,784,001","203,134,651",A 农林牧渔
主板,001202,炬申股份,2021-04-29,"166,691,110","116,823,955",G 运输仓储
主板,001203,大中矿业,2021-05-10,"1,508,023,074","1,290,289,032",B 采矿业
主板,001205,盛航股份,2021-05-13,"188,003,374","159,419,043",G 运输仓储
主板,001206,依依股份,2021-05-18,"184,893,808","106,132,462",C 制造业
主板,001207,联科科技,2021-06-23,"202,355,964","196,620,159",C 制造业
主板,001208,华菱线缆,2021-06-24,"534,424,000","263,397,747",C 制造业
主板,001209,洪兴股份,2021-07-23,"131,522,720","96,094,636",C 制造业
主板,001210,金房能源,2021-07-29,"156,812,676","95,299,042",D 水电煤气
主板,001211,双枪科技,2021-08-05,"72,000,000","66,996,575",C 制造业
主板,001212,中旗新材,2021-08-23,"185,538,339","158,427,439",C 制造业
主板,001213,中铁特货,2021-09-08,"4,444,444,444","4,444,444,444",G 运输仓储
主板,001215,千味央厨,2021-09-06,"97,160,446","96,761,813",C 制造业
主板,001216,华瓷股份,2021-10-19,"251,866,700","246,023,949",C 制造业
主板,001217,华尔泰,2021-09-29,"331,870,000","328,583,022",C 制造业
主板,001218,丽臣实业,2021-10-15,"130,178,260","92,689,670",C 制造业
主板,001219,青岛食品,2021-10-21,"194,983,750","189,962,298",C 制造业
主板,001221,悍高集团,2025-07-30,"400,010,000","34,924,646",C 制造业
主板,001222,源飞宠物,2022-08-18,"190,890,000","109,419,440",C 制造业
主板,001223,欧克科技,2022-12-12,"93,352,000","23,352,000",C 制造业
主板,001225,和泰机电,2023-02-22,"64,666,800","21,038,773",C 制造业
主板,001226,拓山重工,2022-06-22,"74,666,700","33,926,700",C 制造业
主板,001227,兰州银行,2022-01-17,"5,695,697,168","4,212,150,270",J 金融业
主板,001228,永泰运,2022-04-29,"103,864,609","79,864,609",L 商务服务
主板,001229,魅视科技,2022-08-08,"100,000,000","52,679,432",C 制造业
主板,001230,劲旅环境,2022-07-15,"133,496,097","54,077,714",N 公共环保
主板,001231,农心科技,2022-08-19,"100,000,000","49,905,000",C 制造业
主板,001234,泰慕士,2022-01-11,"109,413,700","91,520,500",C 制造业
主板,001236,弘业期货,2022-08-05,"758,077,778","758,077,778",J 金融业
主板,001238,浙江正特,2022-09-19,"110,000,000","32,252,469",C 制造业
主板,001239,永达股份,2023-12-12,"240,000,000","114,000,000",C 制造业
主板,001255,博菲电气,2022-09-30,"81,284,000","18,556,000",C 制造业
主板,001256,炜冈科技,2022-12-05,"142,612,558","40,942,880",C 制造业
主板,001258,立新能源,2022-07-27,"933,333,334","933,331,084",D 水电煤气
主板,001259,利仁科技,2022-08-31,"73,588,888","21,928,888",C 制造业
主板,001260,坤泰股份,2023-02-16,"115,000,000","31,750,000",C 制造业
主板,001266,宏英智能,2022-02-28,"103,169,760","57,512,700",C 制造业
主板,001267,汇绿生态,2021-11-17,"784,164,678","575,824,198",E 建筑业
主板,001268,联合精密,2022-06-30,"107,933,334","67,433,334",C 制造业
主板,001269,欧晶科技,2022-09-30,"192,411,433","83,906,577",C 制造业
主板,001270,*ST铖昌,2022-06-06,"206,114,901","203,499,561",C 制造业
主板,001277,速达股份,2024-09-03,"76,000,000","19,000,000",C 制造业
主板,001278,一彬科技,2023-03-08,"123,733,400","50,534,501",C 制造业
主板,001279,强邦新材,2024-10-11,"160,000,000","37,623,967",C 制造业
主板,001282,三联锻造,2023-05-24,"222,185,600","78,164,800",C 制造业
主板,001283,豪鹏科技,2022-09-05,"99,943,067","77,183,777",C 制造业
主板,001286,陕西能源,2023-04-10,"3,750,000,000","1,050,000,000",D 水电煤气
主板,001287,中电港,2023-04-10,"759,900,097","437,394,498",F 批发零售
主板,001288,运机集团,2021-11-01,"234,919,989","151,512,454",C 制造业
主板,001289,龙源电力,2022-01-24,"5,041,934,164","5,041,934,164",D 水电煤气
主板,001296,长江材料,2021-12-24,"149,591,086","76,851,339",C 制造业
主板,001298,好上好,2022-10-31,"296,835,996","154,084,852",F 批发零售
主板,001299,美能能源,2022-10-31,"242,638,606","65,430,072",D 水电煤气
主板,001300,三柏硕,2022-10-19,"243,775,914","66,219,087",C 制造业
主板,001301,尚太科技,2022-12-28,"260,837,350","161,396,375",C 制造业
主板,001306,夏厦精密,2023-11-16,"62,850,600","15,499,775",C 制造业
主板,001308,康冠科技,2022-03-18,"702,946,865","242,179,219",C 制造业
主板,001309,德明利,2022-07-01,"226,890,028","159,775,046",C 制造业
主板,001311,多利科技,2023-02-27,"310,509,334","78,846,669",C 制造业
主板,001313,粤海饲料,2022-02-16,"700,000,000","699,125,851",C 制造业
主板,001314,亿道信息,2023-02-14,"140,446,000","51,806,112",C 制造业
主板,001316,润贝航科,2022-06-24,"115,134,600","110,759,915",F 批发零售
主板,001317,三羊马,2021-11-30,"80,053,902","29,393,184",G 运输仓储
主板,001318,阳光乳业,2022-05-20,"282,660,000","282,660,000",C 制造业
主板,001319,铭科精技,2022-05-12,"141,400,000","82,000,075",C 制造业
主板,001322,箭牌家居,2022-10-26,"967,162,960","165,612,800",C 制造业
主板,001323,慕思股份,2022-06-23,"435,080,764","89,694,954",C 制造业
主板,001324,长青科技,2023-05-22,"138,000,000","81,653,600",C 制造业
主板,001326,联域股份,2023-11-09,"73,200,000","24,103,329",C 制造业
主板,001328,登康口腔,2023-04-10,"172,173,800","43,043,500",C 制造业
主板,001330,博纳影业,2022-08-18,"1,374,518,984","1,055,178,085",R 文化传播
主板,001331,胜通能源,2022-09-08,"282,240,000","70,560,000",D 水电煤气
主板,001332,锡装股份,2022-09-20,"110,000,000","27,000,000",C 制造业
主板,001333,光华股份,2022-12-08,"128,000,000","44,000,000",C 制造业
主板,001335,信凯科技,2025-04-15,"93,739,560","22,963,621",F 批发零售
主板,001336,楚环科技,2022-07-25,"80,373,500","46,583,160",C 制造业
主板,001337,四川黄金,2023-03-03,"420,000,000","288,456,000",B 采矿业
主板,001338,永顺泰,2022-11-16,"501,730,834","235,954,481",C 制造业
主板,001339,智微智能,2022-08-15,"252,077,586","119,221,303",C 制造业
主板,001356,富岭股份,2025-01-23,"589,320,000","125,230,500",C 制造业
主板,001358,兴欣新材,2023-12-21,"123,200,000","50,976,308",C 制造业
主板,001359,平安电工,2024-03-28,"185,503,165","46,377,900",C 制造业
主板,001360,南矿集团,2023-04-10,"204,000,000","81,781,146",C 制造业
主板,001366,播恩集团,2023-03-07,"160,680,000","55,680,000",C 制造业
主板,001367,海森药业,2023-04-10,"151,926,440","38,708,913",C 制造业
主板,001368,通达创智,2023-03-13,"113,836,944","32,086,099",C 制造业
主板,001373,翔腾新材,2023-06-01,"68,686,888","33,131,732",C 制造业
主板,001376,百通能源,2023-11-03,"460,900,000","213,752,813",D 水电煤气
主板,001378,德冠新材,2023-10-30,"133,333,600","65,759,216",C 制造业
主板,001379,腾达科技,2024-01-19,"200,000,000","67,299,000",C 制造业
主板,001380,华纬科技,2023-05-16,"270,854,208","88,003,853",C 制造业
主板,001382,新亚电缆,2025-03-21,"412,000,000","60,139,493",C 制造业
主板,001387,雪祺电气,2024-01-11,"183,038,400","113,910,333",C 制造业
主板,001388,信通电子,2025-07-01,"156,000,000","30,572,689",C 制造业
主板,001389,广合科技,2024-04-02,"425,235,000","150,242,080",C 制造业
主板,001390,古麒绒材,2025-05-29,"200,000,000","48,998,847",C 制造业
主板,001391,国货航,2024-12-30,"12,208,881,225","858,765,260",G 运输仓储
主板,001395,亚联机械,2025-01-27,"87,240,000","19,687,359",C 制造业
主板,001400,江顺科技,2025-04-24,"60,000,000","15,000,000",C 制造业
主板,001696,宗申动力,1997-03-06,"1,145,026,920","891,398,225",C 制造业
主板,001872,招商港口,1993-05-05,"2,321,612,951","1,744,903,414",G 运输仓储
主板,001896,豫能控股,1998-01-22,"1,525,781,330","1,525,781,330",D 水电煤气
主板,001914,招商积余,1994-09-28,"1,060,346,060","1,060,341,660",K 房地产
主板,001965,招商公路,2017-12-25,"6,820,337,394","6,820,337,394",G 运输仓储
主板,001979,招商蛇口,2015-12-30,"9,060,836,177","8,458,418,040",K 房地产
主板,002001,新 和 成,2004-06-25,"3,073,421,680","3,036,861,928",C 制造业
主板,002003,伟星股份,2004-06-25,"1,168,889,653","1,012,514,468",C 制造业
主板,002004,华邦健康,2004-06-25,"1,979,919,191","1,881,619,429",C 制造业
主板,002005,ST德豪,2004-06-25,"1,752,424,858","1,751,993,158",C 制造业
主板,002006,精工科技,2004-06-25,"519,793,440","519,793,440",C 制造业
主板,002007,华兰生物,2004-06-25,"1,827,456,666","1,573,702,879",C 制造业
主板,002008,大族激光,2004-06-25,"1,029,603,408","956,724,021",C 制造业
主板,002009,天奇股份,2004-06-29,"402,233,207","354,122,569",C 制造业
主板,002010,传化智联,2004-06-29,"2,787,970,508","2,780,925,456",L 商务服务
主板,002011,盾安环境,2004-07-05,"1,065,436,182","919,244,129",C 制造业
主板,002012,凯恩股份,2004-07-05,"467,625,470","466,791,373",C 制造业
主板,002014,永新股份,2004-07-08,"612,491,866","604,517,085",C 制造业
主板,002015,协鑫能科,2004-07-08,"1,623,324,614","1,623,324,614",D 水电煤气
主板,002016,世荣兆业,2004-07-08,"809,095,632","809,095,632",K 房地产
主板,002017,东信和平,2004-07-13,"580,431,909","580,085,882",C 制造业
主板,002019,亿帆医药,2004-07-13,"1,216,390,085","841,474,080",C 制造业
主板,002020,京新药业,2004-07-15,"861,029,140","723,968,335",C 制造业
主板,002021,中捷资源,2004-07-15,"1,195,477,323","1,195,437,891",C 制造业
主板,002022,科华生物,2004-07-21,"514,326,251","514,228,751",C 制造业
主板,002023,海特高新,2004-07-21,"740,860,235","740,860,235",C 制造业
主板,002024,ST易购,2004-07-21,"9,264,767,618","9,254,441,393",F 批发零售
主板,002025,航天电器,2004-07-26,"455,425,988","453,876,700",C 制造业
主板,002026,山东威达,2004-07-27,"440,531,939","422,993,749",C 制造业
主板,002027,分众传媒,2004-08-04,"14,442,199,726","14,442,199,726",L 商务服务
主板,002028,思源电气,2004-08-05,"780,064,302","608,446,481",C 制造业
主板,002029,七 匹 狼,2004-08-06,"705,023,537","665,401,681",C 制造业
主板,002030,达安基因,2004-08-09,"1,403,446,032","1,403,446,032",C 制造业
主板,002031,巨轮智能,2004-08-16,"2,199,395,670","1,938,753,591",C 制造业
主板,002032,苏 泊 尔,2004-08-17,"801,359,733","800,400,559",C 制造业
主板,002033,丽江股份,2004-08-25,"549,490,711","549,480,181",N 公共环保
主板,002034,旺能环境,2004-08-26,"433,984,912","431,831,124",D 水电煤气
主板,002035,华帝股份,2004-09-01,"847,653,618","780,018,017",C 制造业
主板,002036,联创电子,2004-09-03,"1,059,387,239","1,053,380,958",C 制造业
主板,002037,保利联合,2004-09-08,"483,883,566","483,883,566",C 制造业
主板,002038,双鹭药业,2004-09-09,"1,027,350,000","851,913,469",C 制造业
主板,002039,黔源电力,2005-03-03,"427,558,126","427,556,926",D 水电煤气
主板,002040,南 京 港,2005-03-25,"487,946,985","485,813,945",G 运输仓储
主板,002041,登海种业,2005-04-18,"880,000,000","880,000,000",A 农林牧渔
主板,002042,华孚时尚,2005-04-27,"1,700,681,355","1,700,681,355",C 制造业
主板,002043,兔 宝 宝,2005-05-10,"829,754,480","736,121,755",C 制造业
